report_refresh_date,tenant_display_name,user_id,last_activity_date,team_chat_message_count,private_chat_message_count,call_count,meeting_count,post_messages,reply_messages,urgent_messages,meetings_organized_count,meetings_attended_count,ad_hoc_meetings_organized_count,ad_hoc_meetings_attended_count,scheduled_one_time_meetings_organized_count,scheduled_one_time_meetings_attended_count,scheduled_recurring_meetings_organized_count,scheduled_recurring_meetings_attended_count,audio_duration,video_duration,screen_share_duration,audio_duration_in_seconds,video_duration_in_seconds,screen_share_duration_in_seconds,has_other_action
2023-11-16,david93@example.com,4eef0b01-16b5-446c-acb8-41ccda88272b,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,jenniferbell@example.org,e0804d53-f964-4091-9544-652085690ad3,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,bconway@example.org,ad3c63cb-1146-4feb-8a37-e81e444e879a,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,jessemiller@example.com,a4350b2b-cde6-4c05-93b1-b37bfd7b83dd,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,ryan32@example.com,cb0a9c54-7269-4c44-b7d1-c798d54a5043,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,deanna17@example.net,fa63db09-66bb-48b2-a8d8-73b3e88c8424,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,vwilson@example.net,fa7c2233-e2b4-4053-b813-e745ae6b77ac,2023-11-16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-16,klucas@example.net,da070654-6057-441f-bf8f-440ec93f2062,2023-11-16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,PT33M27S,PT33M27S,PT0S,2007,2007,0,No
2023-11-16,leetimothy@example.org,92cfe114-e3dc-4285-a4f2-b91725e429cf,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,jacksonpeter@example.net,dd8f0c11-024a-446a-8f3f-0729aa798d8f,2023-11-16,0,1,0,2,0,0,0,0,2,0,0,0,1,0,1,PT1H13M46S,PT1H13M41S,PT1H13M41S,4426,4421,4421,No
2023-11-16,samuel75@example.com,cec6f7b7-1ae1-4b03-ab29-7072c02fd47e,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,yorkrichard@example.net,bbbe5805-7ec0-47d2-8b05-63959719cf87,2023-11-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-16,paynechristina@example.org,97754a25-f2aa-4a67-8e91-ffdee45a74a4,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,nancy24@example.com,29dec4ec-60bb-4da9-af8a-48c5672a62b6,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,lisalopez@example.com,cc532db5-b622-402c-832c-1d39009a12c0,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,joanna82@example.com,80af074d-2bb8-4e99-bd4c-64fec20a127c,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,shane42@example.net,901e6de0-1bda-4e21-b4c6-34e7d0acb9a3,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,mdiaz@example.org,3fef4e78-9663-472e-ae63-0feb0ba395bb,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,robert97@example.net,6faa4ad4-f75d-4cfb-bf66-5f61b531bf75,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,jwatson@example.org,2ed75c5e-399e-4dfb-8587-697b4a46ed39,2023-11-16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-16,joshuamarshall@example.net,eeb6bd31-3150-4afd-ab46-6736d34656b5,2023-11-16,1,45,2,3,1,0,0,2,3,0,0,2,2,0,1,PT3H39M26S,PT3H38M11S,PT3H38M11S,13166,13091,13091,No
2023-11-16,shannon60@example.org,6786f3e0-5cbd-48f2-aec0-a23549dd4bff,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,harpercatherine@example.net,d7a9f4a0-1c73-43f5-bb3b-cf121aa6dc1f,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,walterscolleen@example.org,725e5b9e-162e-4d6e-86c4-f24e07069839,2023-11-16,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,PT1H43M6S,PT0S,PT1H43M6S,6186,0,6186,No
2023-11-16,cory19@example.com,84d83c0c-3392-4903-989c-4d10bdb518c2,2023-11-16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-16,jonesjoseph@example.com,3da37f32-c5f0-4608-b797-b1148390a626,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,walkeramanda@example.net,8e12c389-ff2f-4d71-9b5f-229518c90b3c,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,lanedenise@example.org,bb5b7946-b1f7-4c07-911f-bd32fbb75d7a,2023-11-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-16,cmendez@example.com,7ad02ddd-7820-4fb6-b7e3-c8a35937769c,2023-11-16,1,49,0,1,0,1,0,0,1,0,1,0,0,0,0,PT39M38S,PT39M38S,PT0S,2378,2378,0,No
2023-11-16,briancollins@example.com,9ac01e7f-3dbe-43c3-9d02-73597682d4ca,2023-11-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-16,david79@example.net,7e007cbf-3167-4b0a-aeb6-a48519f7cef3,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,sydneymcdaniel@example.com,fde0896b-32ac-461b-8e8a-f4830bd52917,2023-11-16,5,17,0,0,2,3,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-16,vvillanueva@example.org,0e39d399-3179-45e9-8cc3-0348ca92830e,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,danielsteresa@example.com,2080b195-72bb-4194-8cf5-486964d9eb6f,2023-11-16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,PT53M32S,PT53M32S,PT53M32S,3212,3212,3212,No
2023-11-16,fbauer@example.com,de645671-076f-456d-8588-ef4c8a9c88f6,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,brandtwilliam@example.org,da9b749a-c46e-4e88-bae2-c2612e60caff,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,sara99@example.org,a409d20f-2a05-4318-892a-2448fda89c3d,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,anthonypaul@example.org,e29f3810-74d4-4f3a-8403-c81dd32a63cc,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,barberjustin@example.net,590557f0-2713-43af-b2ff-76e42327f292,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,adamsandoval@example.com,5960b939-e44e-438f-8adf-c43b18f8e5b8,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,powelljennifer@example.com,ad1033fd-a7dc-4236-9af9-770248c30945,2023-11-16,2,74,0,0,0,2,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-16,sherrymartinez@example.com,c0b72414-6832-4969-a9e5-140c4895abc0,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,barrettkenneth@example.net,2df59961-a016-464c-91fb-6e792dbbe661,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,barbarastafford@example.net,a4874c16-098c-4c8c-b40d-b2995e83ae52,2023-11-16,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-16,imccormick@example.net,fdbc8c42-6c46-42ec-b80a-c5ac3548d323,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,stephenbaker@example.com,9450b972-9fee-471f-9365-cd9938fc0d37,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,patrick55@example.com,8586eb03-afd7-41a7-8a5d-27b1f37538df,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,charlesfreeman@example.com,cfa91c09-0374-4c59-81f5-c8df4b4602e0,2023-11-16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,PT39M23S,PT39M23S,PT0S,2363,2363,0,No
2023-11-16,mthomas@example.org,5038c981-5469-4e8a-b0fa-f81b04f2f105,2023-11-16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,smithjeff@example.net,99514763-84a2-433f-b6c0-8f95998877a4,2023-11-16,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,PT1H28M29S,PT0S,PT1H28M29S,5309,0,5309,No
2023-11-16,riverakim@example.net,0ec11eed-61b3-472a-a2f3-2a3df6f6b190,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,robertkennedy@example.com,63c4271e-b92f-49a7-bcda-e66484d5c271,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,taylorcamacho@example.com,54b89259-9618-4dd5-85ec-e7ddaf0b72a2,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,dixonchristopher@example.com,23174229-6406-4de7-b1ca-0d3299db3b65,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,garciadestiny@example.net,642e3495-9383-464e-b034-070390477877,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,valerie01@example.net,8e5a1b1b-624c-4b99-9ce8-537f7b0cc3f3,2023-11-16,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,PT33M17S,PT33M17S,PT33M17S,1997,1997,1997,No
2023-11-16,diana08@example.org,a8c46d46-754c-4c49-8db7-3c49df8510f8,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,trichards@example.net,64dff478-1ebc-4895-9c1d-e20a9ba2bf44,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,nicolerandall@example.org,4e6fe545-f84a-4dbf-a8af-6394ffb3756d,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,taylortina@example.org,0d5ba0b5-a2fd-45ad-98ba-5a88c7d99aa9,2023-11-16,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,PT1H3M32S,PT1H3M32S,PT1H3M32S,3812,3812,3812,No
2023-11-16,antonio48@example.org,505eeb8b-0b49-4be6-8cd7-bfef281ed971,2023-11-16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,PT1H23M30S,PT1H23M30S,PT1H23M30S,5010,5010,5010,No
2023-11-16,jstewart@example.org,b322160c-53f3-4b33-b145-90fb3fb3aa9a,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,ahutchinson@example.net,59d94266-0440-489a-96a3-cc2500618bb2,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,luke20@example.com,8c0c6435-4672-419d-ba67-0b7765cd9c6c,2023-11-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-16,keithevans@example.org,0fb654d2-c398-4658-bbbe-5ea313e6bf24,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,jacqueline21@example.net,29ab9376-2bee-455f-878a-68c648ff0854,2023-11-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-16,stacey75@example.org,29ae7db9-e89e-49d5-b592-b83c241dfea8,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,debbiemccullough@example.org,ccf949fa-9acb-45e7-900d-f75befcb1c85,2023-11-16,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-16,mhanna@example.org,0d1b617d-31e3-44cf-b277-2ddc896dac0f,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,christopher62@example.com,183ff508-094e-47d8-a968-93a4d0966f00,2023-11-16,2,1,0,2,0,2,0,1,2,1,2,0,0,0,0,PT20M23S,PT0S,PT0S,1223,0,0,No
2023-11-16,toddclaire@example.net,cc9171fa-3b78-4eb3-b7ee-89f0bf16760a,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,tiffanymartinez@example.org,9d7931dd-8034-4273-8776-8325bfd89bf9,2023-11-16,0,1,0,2,0,0,0,0,2,0,2,0,0,0,0,PT20M15S,PT0S,PT0S,1215,0,0,No
2023-11-16,fmcneil@example.com,184c3a97-ed93-44e8-98c9-638a7e0843ec,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,carellano@example.org,9166d788-7179-4c5d-8c25-fc49fbb71ed7,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,oroberts@example.org,45f9133f-79dc-4342-bff3-99b932118a3e,2023-11-16,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,PT43M52S,PT43M52S,PT43M52S,2632,2632,2632,No
2023-11-16,christina92@example.org,92d517c9-abde-4930-a6d7-2c5caa220f77,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,donald42@example.net,4a8cbb36-47b2-4ac1-b97f-11f2d99d6c30,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,kyleobrien@example.org,eba3cd89-90e5-4baf-be65-5473078636bc,2023-11-16,0,21,0,1,0,0,0,0,1,0,0,0,0,0,1,PT1H14M53S,PT1H14M53S,PT1H14M53S,4493,4493,4493,No
2023-11-16,john09@example.org,ef5a978a-aa73-4fec-8350-2e6766cac240,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,douglasgomez@example.com,8f8a0ad8-2ab6-4b0d-b6bc-287dd6639114,2023-11-16,4,42,0,0,1,3,0,2,0,0,0,1,0,1,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-16,dennis32@example.org,b6b49807-0078-4350-9f3b-0b24f5d769b0,2023-11-16,0,13,0,0,0,0,0,1,0,0,0,1,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-16,bridget30@example.org,0ce0aede-de9e-45fe-995d-f7a2af278609,2023-11-16,0,9,0,1,0,0,0,0,1,0,0,0,0,0,1,PT1H10M17S,PT1H10M17S,PT1H10M17S,4217,4217,4217,No
2023-11-16,timothylambert@example.com,05ff9c3a-66a8-465e-bd45-f4e003105e55,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,gfreeman@example.net,aac85c64-20a3-4c51-bea1-f3a7b43cd345,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,vpayne@example.org,064aaeac-29e9-41a7-b057-f31055f554bc,2023-11-16,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-16,ramirezjacob@example.net,d1f7e4ad-0bf8-45cc-9523-3fc54da42fc8,2023-11-16,2,33,1,2,1,1,0,1,2,0,1,0,0,1,1,PT1H41M9S,PT1H41M,PT1H1M10S,6069,6060,3670,No
2023-11-16,nicholasbyrd@example.org,b0239578-8853-45da-aebd-07883bda8feb,2023-11-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PT32M25S,PT0S,PT32M25S,1945,0,1945,No
2023-11-16,kelsey66@example.org,5f142185-90c3-412f-bab3-6773720987d4,2023-11-16,4,1,0,2,0,4,0,1,2,1,2,0,0,0,0,PT19M7S,PT0S,PT0S,1147,0,0,No
2023-11-16,jwilson@example.org,2039e380-c4e6-43f8-b323-e424b9a8a7f8,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,wshea@example.net,70993d54-d6ea-4696-a5fe-e37df299fc03,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,alicia27@example.net,9c19b9d9-3d3b-4f2f-b6a1-3af3ed706f10,2023-11-16,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-16,michael04@example.org,3ba6a5ad-218a-4e4b-a37d-23b11dee6979,2023-11-16,2,0,0,1,2,0,0,1,1,0,0,0,0,1,1,PT1H31M3S,PT0S,PT1H31M3S,5463,0,5463,No
2023-11-16,glyons@example.org,73910468-d44d-44c9-87a3-a10feeb2c2d0,2023-11-16,0,3,0,2,0,0,0,0,2,0,1,0,1,0,0,PT1H44M43S,PT0S,PT1H42M24S,6283,0,6144,No
2023-11-16,ppark@example.com,d89870d5-2ec5-4d42-a3db-763c49b7e005,2023-11-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PT32M25S,PT0S,PT32M25S,1945,0,1945,No
2023-11-16,ushannon@example.com,585392d4-3957-437f-aa4c-501678c5d9a2,2023-11-16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,PT44M44S,PT44M44S,PT44M44S,2684,2684,2684,No
2023-11-16,parkerroberto@example.org,93ca46da-cfdc-42e3-84a4-7e3e105c0f12,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,michellegonzalez@example.com,03a17fa7-c1c2-4715-b332-129558abf56d,2023-11-16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,PT24M40S,PT24M40S,PT24M40S,1480,1480,1480,No
2023-11-16,williamreese@example.net,7ea39b9a-e6cc-43ab-bcd6-477d6b131d92,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,jennifersmith@example.org,4f468c2f-a3dd-46f7-96af-149d86a0905e,2023-11-16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-16,tiffany01@example.org,38a0a82a-6ddf-4d32-8da4-2a944211e183,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,hunterlaura@example.net,e4918e9a-7065-45d4-a032-31ad01c0707a,2023-11-16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,No
2023-11-16,debra54@example.net,096d0bde-7641-4e9c-9ecf-d37523a6beff,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,emily26@example.org,91ab846d-eb6e-44f9-b2f9-19b1d271f036,2023-11-16,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,PT1H22M41S,PT1H22M41S,PT1H22M41S,4961,4961,4961,No
2023-11-16,keithfoster@example.net,6dc433d5-48a6-4e60-a888-1d7db2cb6bde,2023-11-16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,PT41M32S,PT41M32S,PT41M32S,2492,2492,2492,No
2023-11-16,awillis@example.net,f33642de-6582-4c1e-9bb7-aa15c5428613,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
2023-11-16,zrodriguez@example.net,1a79afa6-4bd5-48e6-9394-ce08600ba751,2023-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT0S,PT0S,PT0S,0,0,0,Yes
